,writer,date,review
1430,미니망개,2022.03.23. 16:21,저희 어머니가 몇년전 허리협착증과 전방전위증으로 진단을 받고 지방 유명하다는 병원을 가봐도결국 수술밖에 없을거같다는 진단을 받았습니다수술은 제일 마지막선택이라며 아플때마다 신경주사맞고 진통제먹고 한의원에서 추나도 해보고 침도맞고 물론 운동도 시도해보았지만 점점 더 악화되어서 결국 수술을 해야겠다라는 생각에 유명하다는ㄱㄴㅅㅂㄹㅅ 병원을 알게되고 마침 ㅂㅈㅇ 교수님 취소가 있어서 오늘 오전에 진료를 다녀왔습니다-진료후기-역시 대학병원이라 사람도 많았고 가지고 간mri와 병원에서 당일 찍은 ct를 보며 설명해주셨는데 여태 제가 갔던 병원은 의사선생님이 영상을 보면그냥 말로만 이렇고 저렇고 수술해야된다 라고 했었는데 ㅂㅈㅇ 교수님은 영상을 저희쪽으로 보여주시며 일일히 안좋은부분에 대해 환자가 쉽게 알수있도록 설명을 잘해주셨고 수술은 환자의 선택이라고 그리고 덧붙여 말씀하시길 수술을 안한다고 다리가 마비가오거나 그러진 않지만 계속 지금처럼 불편하게 살수있겠냐고 여태 신경주사도 많이 맞았고 처방전을 보여드렸는데 지금 먹는약만큼 더 좋은약도 없는데 상황은 더 안좋아지지않냐고 수술은 환자의선택이지만 어머니의 상태는 협착증이 너무 심하고 전방전위증 때문에 수술을 해야되는 상황이라고 하셨습니다 교수님 진료를 받고 저는 저분이다 라는 믿음이 생겼습니다 어머니와 수술시기에 대해 상의를 하고바로 수술예약을 해달라고 하였고 현재 제일 빠른날짜가 6월7일이라고 하여 저희 어머니는 2달 후쯤ㄱㅁㅅㅂㄹㅅ ㅂㅈㅇ교수님에게 내시경수술을 받게되었습니다몇달뒤 수술후기에서 또 글 남기겠습니다모두 건강하세요~
1431,수퍼뭉치,2022.03.23. 12:51,"- 진료예약까지의 과정저희 아버지께서는 4번 5번쪽 추간판 탈출 및 파열이 있으시고 협착도 중상 등급정도로 심하신 상태입니다.척추전문병원에서 MRI 찍고 상태확인 후 환자본인이 걸어서 내원하실정도면 수술까지는 가지 않아도 될 것 같다.좀더 걷기운동 및 주사 및 약물치료 병행해서 차도가 없으면 수술을 고려해보자 하셔서 2개월정도 지켜보았습니다.이때 진료 후 수술하실 수도 있겠구나라고 판단되어 ㅅㅊㅅㅂㄹㅅ ㅅㄷㅇ 교수님 진료예약 잡았었습니다.집근처 통증의학과에서 C-ARM 신경차단술 약 3회~5회 정도 맞으시고 약복용하시면서 걷기 꾸준히 하루에 최소 30분이라도 하시려고 노력하셨고 초기에 생겼던 다리에 쥐나는현상도 사라지고 일상생활에는 전혀 지장이 없으십니다.하지만 걸으실때 마다 느껴진는 왼쪽다리 통증과 예전처럼 파이팅 넘치게 걷지못하시는 본인의 상태에 답답해 하셨습니다. 잠도 잘 주무시고 마비증상도 없습니다. 단지 걸으실때 통증이 생기는 것 뿐..-진료 내용방문전 아버지와 상태를 다시한번 점검하고 대면 시 해야할 질문들에 대해서도 이것저것 이야기를 나눴습니다.MRI 영상을 판독하신 교수님께서는 ""아버님은 협착이 심하시네요"" 라는 말씀뒤엔 별말씀이 없으셔서 제가 디스크 파열및 기존에 상태등을 자세히 말씀드렸습니다. 뭔가 적극적으로 어떤방향으로 다가가보자 수술을 하게되면 어떤 수술로어떤 개선이 될 수 있다 등의 자세한 설명을 기대하고 갔지만 약간의 적막이 흐를정도여서.. 제가 주로 대화를 이끌어 나갔습니다. 워낙 사전에 보호자들이 조사도 많이 해오고 대략적인 방향도 잡고 오기 때문에 그러신지는 모르겠는데 수술이든 다른방향의 치료든 자세한 설명보다는 할지 안할지 결정해라 라는 느낌이었습니다.저는 혹시 시술을 통해 통증을 낮추고 좀더 운동 및 약물치료로 상태를 본 뒤 수술로 접근해도 될지 물었습니다.제 스스로가 아버지의 상태를 당장 수술을 해야할만큼 위급한 상태는 아니라고 판단해서인진 모르겠으나 , 척추협착으로 인한 유합술은 척추 수술중 큰 수술에 들어가며 , 대.소변 장애 또는 마비증상을 동반해서 일상생활에 큰 지장을 줄 경우에 고려하는 거라고만 생각하고 있었습니다. 또한 적극적인 약물, 운동, 시술 등의 과정을 거친뒤에도 안될경우 수술로 접근해야 한다고 생각해서 혹시 수술에 앞서 시술을 좀 더 시도해보면 어떨까해서 여쭤보았구요.어찌보면 답정너의 태도일수도 있지만 교수님께서 좀더 적극적으로 수술을 권유하시거나 향후 기대가능성을 수술이좋을거라고 말씀해주셨으면 수술을 결정했을 것 같습니다. 하지만 너무 소극적이시고 환자와 보호자에게 많은 정보전달없이 결정만을 택하라는 느낌이어서 확실하게 수술로 결정할 수 없었습니다.시술에 대한 문의를 드리니 , 교수님 역시도 시술을 진행하고 있으며 현재 환자의 상태로 보아 시술(신경성형술)을 통해통증이 감소할 수 있는 기대는 할 수 있다. 허리병은 당장 생명유지에 영향을 주는 병은 아니기 때문에 통증의 감소를목적으로 본다면 시술을 진행해보는 것도 좋을 것 같다 하셨습니다. 또한 MRI상 수술을 할 상태이신분들도 수술에 대한두려움과 차후 부작용을 걱정하여 환자 본인 스스로가 비수술로 통증을 참고 일상생활을 약물과 운동으로 유지해보겠다고 생각하는 분들도 많다고 답변 주셨구요.-진료 후기결국 시술(신경성형술)로 먼저 접근해보기로 하였습니다. 비용은 당일입원비 및 검사료 포함 140만 내외로 설명을 들었습니다. 기존보다는 좀더 적극적인 치료라고 판단되었고 이후에 수술을 고려해도 늦지 않을거라고 생각했습니다.저 역시도 디스크로인한 극심한 통증에 모두가 만류하는 신경성형술을 척추전문병원에서 진행했었고 현재까지 약 2년 간 척추위생 잘 지키면서 보존하고 있기 때문에 작은 기대감을 안고있는게 사실입니다. 이번에 진료를 봐주신 교수님께서 조금만 더 적극적으로 설명해주시거나 보호자로써 나을수 있다는 기대감을 심어주셨다면 바로 수술로 진행했을 것 같습니다.. 추가로 ㄱㄴㅅㅂㄹㅅ ㅂㅈㅇ 교수님 진료예약을 다시 잡았습니다. 8월까지 꽉 잡혀있더군요!협착증 관련해서 최소침습? 으로 유합수술에 대해 좋은 예후를 많이들 보셨더라구요.제 몸이 아닌지라 , 연로하신지라 많은 생각과 고민과 우유부단함의 극치를 달리고 있습니다...신경성형술을 취소하고 신경차단술과 운동으로 ㄱㄴㅅㅂㄹㅅ ㅂㅈㅇ 교수님 뵐때까지 좀더 유지해보아야 할지아니면 신경성형술 4월에 받아보고 예후를 봐야할지 고민이 매우매우 되는 상태입니다.다들 무통한 하루되십쇼!"
1432,뿌빠,2022.03.23. 00:08,- 본인이 병원에서 진료를 본 후기나 치료 후기를 회원들에게 알려주세요.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.나이: 24살(만22살)성별:여직업: 무직
1433,유유윤,2022.03.22. 22:41,"올 설이 끝나고.62세인 어머니가 갑자기 허리가 심하게 아프시다고 하셔서 집앞 정형외과에 3주간 다녔습니다.하지만 처음엔 좀 효과를 봤지만 그 뿐.오래 서있거나 10분 이상 걷기 힘들어 하시고, 중간에 앉아 쉬셔야 했습니다.그래서 어머니 지인분의 추천으로 ㅇㄹㄷ 병원에 방문했고.mri 와 엑스레이 촬영을 한 후 ㅅㅇㅎ 선생님께 진료를 봤습니다.병명은 전방전위증. 그에 대한 간단한 설명과 함께 수술이 필요하다고.갑자기 수술의견에 작은 수술도 아니고 핀을 박아야 한다고 하니 놀라고당황스러웠고.설명도 충분하지 못해 실망스러운 점이 있었습니다.일단 통증치료를 받고 돌아왔습니다만.통증주사는 별다른 소용이 없네요.이번주에 예약된 상태로 이리저리 알아보다 이곳을 알게 되었습니다.여러 글을 통해서 ㄱㅂㄷ 병원에서 진료를 더 받아보려 합니다.ㄱㅂㄷ 병원은 어떤 교수님을 뵈어야 할지. 추천 해주실 수 있으신가요?"
1434,형니마,2022.03.22. 19:51,쓰다가 다 날라갔네요..ㅜ 제 후기가 도움 될까마는 여기서 전 위로를 많이 받아 의무감아닌 의무감으로 써보아요
1435,정아 엄마,2022.03.22. 11:41,ㄷㄹㅇㄹㄷ에서 수술하자고 했는데 혹시몰라 ㅎㅇㄷ ㅂㅁ ㅇㅈㅅ 원장님 진료받고 왔습니다설명도 차근차근 해주시고 꼼꼼히 짚어가며 얘기해주시네요mr상으로 보는것보다 환자 상태를 보셔야 하신다며 수술할 정도는 아니라 하시네요약처방받고 체외충격파 하고 왔습니다한동안 힘들어도 약먹고 보존치료하려구요제 mr보시면 많이 튀어 나왔어요오른쪽 하지로 내려오는 신경 눌림은 있는데 전 왼쪽이 더 아프거든요의사쌤 말 믿어보려구요
1436,붉은 모란,2022.03.20. 14:20,2021년 10월 6일에 척추유합슐했습니다. 수술후에 바로 왼쪽발이 붓고 벌겋게 되기 시작했지만 신경이 눌려 나아지는 중이라고만 생각했는대 나즁에 수술한 의사쌤은 원인을 모르겠다고 하십니다. 지금껏 여러 병원을 다녀도 다룬 병원애서 수술한 환자라 진료를 잘 봐주시지 않습니다. 혹시 재 수술을 받으신 분이 계시다면 댓글 부탁드립니다. 답답한 마음에 글 올려 봅니다. 그리고 ㄱㄴ ㅅㅂㄹㅅ ㅈㄷㄱ 교수님 재수술도 해 주시는지 아시는 분 있으실까요?
1437,사랑앰,2022.03.19. 23:26,"저희는 70대이시고 아빠가 척추 측만증,후만증 같이 있으셔서 척추유합술 2번에 나누어 수술진행해야된다고 하셔서 지난 금요일 1차 수술하고 중환자실에 있다가 오늘 일반병실로 옮기셨어요~소문대로 간호사님들이랑 다 친절하시고 깨끗한건 물론이고 ㅋㅎㅈㅌ 교수님 은근 츤데레세요~초진때 외동딸인거 어쩌다 말씀드렸는데 혼자힘들어서 어쩌냐고 걱정도해주시고 수술과정도 자세히 케이스보여주시면서 설명주시고 저희는 다른병원안가보고 초진보고 바로 수술예약 했습니다~우선경과를 지켜봐야겠지만 아빠도 만족하고계세요~경과 지켜본후 다시한번 글 올리겠습니다...두서없지만 읽어주셔서 감사합니다^^모두모두 건강하세요~"
1438,쿠잉잉,2022.03.18. 23:35,"처음 ㅂㄷㄹ 병원에서 mri 찍고 척추협착증과 디스크 판명받고 ㅇㅅ병원으로 옮겨서 신경주사치료하다가더 아파하셔서 신경주사는 중단하고 약만 드시고 계시는 중에 ㄱㄴ ㅅㅂㄹㅅ 예약한 상태에서 증상이 더 안좋아져서 급하게 ㄱㄷㅇㅇ으로 예약을 했었어요.. 카페에서는 후기가 많지 않아 정보가 없었지만.. 그래도 그나마 젤 빠르게 진료를 볼 수 있어서 예약하고 진료를 봤습니다.진료는 만족스러웠어요. 친절하게 설명도 잘해주시고 현 상태에 제일 잘 맞고 좋을 수술에 관해서도 잘 설명해주셨습니다. 어쨌든 엄마는 현재 수술이 필요한 상황이고, 4,5번이 협착증인데 보통은 유합술을 해야하지만 너무 붙어있는 상태여서 이건 시간이 좀 지나면 자기네들끼리 붙을꺼라고 하시더라구요... 그래서 신경을 누르고 있는 디스크를 제거하는 감암술이 엄마한테 잘 맞는 수술이라고 말씀하시더라구요.안그래도 저나 엄마도 왠만하면 뼈는 건드리지 않았으면 했었어요. 골다공증도 있으셔서 더 거부감이 있었거든요.. 근데 그 전에 진료를 봤던 병원 모두 무조건 유합술해야한다고... 인공디스크 넣어야한다고해서 진짜 이걸 해야하나 싶었는데..아무튼 가져간 mri랑 진료내역까지 꼼꼼하게 잘 살펴보시면서 설명을 너무 잘해주셔서 마음이 좀 놓이더라구요...;;;그래서 다음달에 수술하기로 했습니다 ^^;;시간이 갈수록 엄마가 조금 걷다가 양쪽 다리에 힘이 쑥 빠지는 느낌이 자주 든다고하시고 감각도 더 없는 것 같다고 하시니... 계속 미룰수는 없을 것 겉더라구요.입원해서 mri, ct, 골밀도 검사도 다시 하기로 했어요. 그 사이 변화가 있을 수도 있다고..수술 결정하고 나니 마음이 좀 편해진 건 있네요. 결과까지도 좋아야겠지만요.아 그리고 mri를 다른 두 병원은 정말 대충 봤다는 걸 알게됐어요;; 심지어 mri를 찍었던 병원조차도...진료볼때 첫마디가 팔 안저리시냐고 물어보셔서 왜 그러시냐고 했더니 저희엄마가 경추에도 디스크가 나와있더라구요;;; 팔이 좀 아팠을텐데... 그러시는데... 에휴암튼 경추는 허리수술 후에 관찰해보자고 하셨어요. ㅠ(이 말 듣고 더 신뢰가 높아졌어요; )수술 후기도 올리도록 하겠습니다."
1439,찌 박,2022.03.18. 16:07,"요추4,5번 환자입니다 대학병원 재활의학과 진료를 받은 후 재활치료를 받았습니다 재활의학과 진료는 한달전이며 1주일에 1번 재활치료를 받았어요 2021년 10월3일 서울소재 대학병원 입원 후 지하철에서 내리자마자 계단오를때 저림이 있어서 재활치료를 받았어요 재활 후 80프로 정도 좋아졌어요 한 두번 전기 찌르듯이 발목위 증세가 있었다하니 원인은 디스크로 인한것이며 지하철 계단오를때 허리를 뒤로 젖혀서 걸으라고 조언해 주셨어요계단 오르는 것은 좋을게 없으니 엘베 이용하고 평지를 걸으라고 하셨답니다 제가 방사통이 산고보다 심했는데 그 부분에 대해서도 신경외과 쌤이 말씀 안해주신 엠알아이 상에디스크가 터지면서 척추뼈와 뼈 중간지점까지 흘러서 신경을 건드린 케이스였다 하네요 디스크 환자중에서도 심한 케이스였다고 1년간 조심해야 한다고 심한 케이스 였기때문에 지금 좀 좋아졌다고 무리하면 안되고 골프운동도 1년간은 비추천하셨어요 잘 관리를 해야 한다고 ….참고적으로 저주파, 레이저, 견인치료, 쌤이랑 하는 운동쌤이랑 하는 운동은 같이 하면 확실히 동작을 알겠는데요혼자하면 그 동작이 안나오더군요회사 근처 정형외과등에서 재활치료를 받아봤는데요 너무 무리하게 진행해서 다시 원상태로 허리가 아팠던 경험도 있고 하루 가면 실비 보험 있냐 하면서 도스 치료등 부담이 컸어요 대학병원은 개인병원처럼 비용이 나오지 않아요 가격, 진료, 재활 만족합니다 (물리치료비용 공개 24,000원 의료보험)병원이름 퀴즈1)강남 반대 OO2)엘지 반대 OO병원이예요제 닉네임 클릭하시면 재활 팜플렛에 병원이름 적혀있어요"
